 0.294, -0.15051, -0.14132, 0.99026, -0.00553, 0.00042, 0.00511, -5.53128, -0.47030, -0.72601
 0.304, -0.15069, -0.14132, 0.99026, -0.02504, 0.00009, 0.00414, -5.62151, -0.41978, -0.72584
 0.314, -0.15060, -0.14137, 0.99010, -0.00189, -0.00193, -0.01403, -5.59897, -0.40716, -0.36428
 0.324, -0.15060, -0.14137, 0.99026, 0.00507, 0.00005, 0.00319, -5.48631, -0.47025, -0.56522
 0.334, -0.15069, -0.14142, 0.99042, 0.00288, -0.00490, 0.02501, -5.55391, -0.40716, -0.72590
 0.344, -0.15078, -0.14147, 0.99010, 0.00091, -0.00844, -0.01233, -5.35113, -0.39454, -0.36445
 0.354, -0.15087, -0.14142, 0.99026, -0.00561, 0.00144, 0.00580, -5.64408, -0.33143, -0.56522
 0.364, -0.15096, -0.14147, 0.99026, -0.00765, -0.00330, 0.00685, -5.41880, -0.33149, -0.56522
 0.374, -0.15087, -0.14142, 0.99026, 0.00250, 0.00420, 0.00147, -5.73433, -0.38192, -0.56522
 0.384, -0.15105, -0.14142, 0.99042, -0.00769, 0.00422, 0.02459, -5.48631, -0.26844, -0.72573
 0.394, -0.15096, -0.14137, 0.99026, 0.00289, 0.00486, 0.01189, -5.39610, -0.34402, -0.52507
 0.404, -0.15096, -0.14137, 0.99026, 0.00672, 0.00446, 0.00256, -5.59889, -0.45759, -0.56522
 0.414, -0.15096, -0.14137, 0.99026, 0.00547, 0.00321, -0.00510, -5.48631, -0.39454, -0.56522
 0.424, -0.15096, -0.14137, 0.99026, 0.00118, 0.00069, -0.00110, -5.50885, -0.40716, -0.56522
 0.434, -0.15105, -0.14142, 0.99026, -0.01168, -0.00653, -0.00587, -5.50885, -0.40716, -0.56522
 0.444, -0.15096, -0.14137, 0.99026, -0.00135, 0.00185, -0.00126, -5.62149, -0.34408, -0.56522
 0.454, -0.15087, -0.14142, 0.99026, 0.01335, -0.00533, -0.00440, -5.59900, -0.45765, -0.76606
 0.464, -0.15105, -0.14142, 0.99026, -0.00939, -0.00270, -0.00095, -5.50885, -0.40716, -0.56522
 0.474, -0.15096, -0.14137, 0.99026, -0.00103, 0.00137, -0.00020, -5.50885, -0.40716, -0.56522
 0.484, -0.15096, -0.14137, 0.99026, -0.00338, 0.00206, -0.00004, -5.50885, -0.40716, -0.56522
 0.494, -0.15096, -0.14137, 0.99042, -0.00198, 0.00114, 0.02126, -5.50885, -0.40716, -0.56522
 0.504, -0.15087, -0.14142, 0.99026, 0.00664, -0.00371, -0.00164, -5.41872, -0.45763, -0.56522
 0.514, -0.15087, -0.14132, 0.99026, -0.00234, 0.00854, -0.00035, -5.73435, -0.40716, -0.56522
 0.524, -0.15096, -0.14137, 0.99026, -0.00757, 0.00189, 0.00217, -5.62150, -0.34407, -0.56522
 0.534, -0.15087, -0.14142, 0.99026, 0.00628, -0.00402, -0.00177, -5.53138, -0.39454, -0.56522
 0.544, -0.15096, -0.14137, 0.99042, -0.00340, 0.00179, 0.01784, -5.50885, -0.40716, -0.40468
 0.554, -0.15096, -0.14137, 0.99026, -0.00073, 0.00039, -0.01027, -5.50885, -0.40716, -0.56522
 0.564, -0.15087, -0.14142, 0.99026, 0.00818, -0.00669, -0.00221, -5.41876, -0.45760, -0.56522
 0.574, -0.15105, -0.14142, 0.99026, -0.01598, -0.00487, -0.00835, -5.62154, -0.34405, -0.56522
 0.584, -0.15087, -0.14142, 0.99026, 0.00964, -0.00708, -0.00180, -5.62145, -0.47021, -0.56522
 0.594, -0.15096, -0.14137, 0.99026, 0.00175, -0.00134, -0.00603, -5.50885, -0.40716, -0.56522
 0.604, -0.15096, -0.14137, 0.99026, 0.00038, -0.00029, -0.00434, -5.50885, -0.40716, -0.40460
 0.614, -0.15096, -0.14137, 0.99026, -0.00289, 0.00019, -0.00506, -5.41867, -0.45766, -0.76609
 0.624, -0.15096, -0.14137, 0.99026, -0.00376, 0.00180, -0.00109, -5.50885, -0.40716, -0.56522
 0.634, -0.15087, -0.14142, 0.99026, 0.00941, -0.00534, -0.00023, -5.41865, -0.45767, -0.56522
 0.644, -0.15096, -0.14137, 0.99042, -0.00549, 0.00306, 0.01558, -5.53138, -0.39454, -0.56522
 0.654, -0.15087, -0.14142, 0.99026, 0.00442, -0.00602, -0.00287, -5.50885, -0.40716, -0.56522
 0.664, -0.15078, -0.14137, 0.99026, 0.01647, 0.00337, -0.00062, -5.41879, -0.45759, -0.56522
 0.674, -0.15096, -0.14137, 0.99042, -0.00344, 0.00072, 0.02114, -5.50885, -0.40716, -0.56522
 0.684, -0.15087, -0.14142, 0.99026, 0.00949, -0.00747, -0.01445, -5.41877, -0.35672, -0.60538
 0.694, -0.15096, -0.14137, 0.99026, -0.00865, -0.00368, -0.00311, -5.53138, -0.41978, -0.56522
 0.704, -0.15087, -0.14132, 0.99026, 0.00395, 0.00246, -0.00067, -5.41875, -0.35671, -0.56522
 0.714, -0.15087, -0.14132, 0.99026, -0.00231, 0.00230, -0.00237, -5.53138, -0.41978, -0.56522
 0.724, -0.15096, -0.14137, 0.99026, -0.01242, -0.00005, -0.00355, -5.53138, -0.29363, -0.40464
 0.734, -0.15096, -0.14137, 0.99042, -0.01237, -0.00404, 0.02051, -5.53138, -0.41978, -0.56522
 0.744, -0.15087, -0.14132, 0.99042, -0.00150, 0.00592, 0.01945, -5.64403, -0.35669, -0.56522
 0.754, -0.15087, -0.14132, 0.99026, 0.00455, 0.00541, -0.00509, -5.62155, -0.47027, -0.40451
 0.764, -0.15096, -0.14137, 0.99026, -0.00421, -0.00174, -0.00334, -5.41872, -0.35669, -0.56522
 0.774, -0.15096, -0.14137, 0.99026, -0.00493, -0.00003, -0.00072, -5.53138, -0.29357, -0.56522
 0.784, -0.15096, -0.14137, 0.99026, -0.00421, 0.00176, -0.01519, -5.50885, -0.40716, -0.60538
 0.794, -0.15096, -0.14137, 0.99026, -0.00151, 0.00071, -0.00739, -5.71171, -0.29355, -0.76608
 0.804, -0.15078, -0.14137, 0.99010, 0.02037, -0.00160, -0.01979, -5.50885, -0.40716, -0.72582
 0.814, -0.15096, -0.14137, 0.99026, -0.00557, -0.00009, 0.00384, -5.41862, -0.45768, -0.36428
 0.824, -0.15096, -0.14137, 0.99026, -0.00793, 0.00234, -0.00477, -5.62146, -0.34409, -0.56522
 0.834, -0.15096, -0.14137, 0.99026, -0.00295, 0.00120, -0.00103, -5.50885, -0.40716, -0.56522
 0.844, -0.15096, -0.14137, 0.99010, -0.00674, -0.00175, -0.02675, -5.41874, -0.35670, -0.40464
 0.854, -0.15087, -0.14142, 0.99042, 0.01048, -0.00706, 0.01197, -5.50885, -0.40716, -0.76606
 0.864, -0.15096, -0.14137, 0.99026, -0.00779, 0.00220, 0.00197, -5.32866, -0.40716, -0.56522
 0.874, -0.15087, -0.14132, 0.99026, 0.00010, 0.00338, -0.00675, -5.44120, -0.47027, -0.60538
 0.884, -0.15078, -0.14137, 0.99042, 0.01741, -0.00097, 0.01004, -5.41872, -0.45763, -0.76600
 0.894, -0.15096, -0.14137, 0.99010, -0.00620, -0.00047, -0.02756, -5.41870, -0.35668, -0.56522
 0.904, -0.15087, -0.14132, 0.99026, -0.00100, 0.00362, -0.00689, -5.53138, -0.41978, -0.60538
 0.914, -0.15096, -0.14137, 0.99042, -0.01446, -0.00461, 0.01720, -5.64408, -0.35667, -0.72592
 0.924, -0.15096, -0.14137, 0.99026, -0.00985, -0.00123, 0.00087, -5.62149, -0.47024, -0.56522
 0.934, -0.15087, -0.14132, 0.99026, 0.00857, 0.00572, -0.00395, -5.50885, -0.40716, -0.76604
 0.944, -0.15096, -0.14137, 0.99026, -0.00756, -0.00072, 0.00633, -5.32873, -0.40716, -0.52507
 0.954, -0.15087, -0.14142, 0.99026, 0.00041, -0.00884, 0.00136, -5.62157, -0.47028, -0.56522
 0.964, -0.15087, -0.14142, 0.99042, 0.01085, -0.00532, 0.01739, -5.39619, -0.34407, -0.76600
 0.974, -0.15087, -0.14142, 0.99026, 0.00379, -0.01194, -0.00059, -5.44116, -0.36925, -0.36428
 0.984, -0.15078, -0.14137, 0.99026, 0.01444, -0.00439, -0.00013, -5.62148, -0.47023, -0.56522
 0.994, -0.15096, -0.14137, 0.99042, -0.01001, -0.00082, 0.01370, -5.41867, -0.35666, -0.76609
 1.004, -0.15078, -0.14137, 0.99026, 0.00797, 0.00159, -0.00630, -5.55391, -0.40716, -0.40468
 1.014, -0.15087, -0.14132, 0.99026, -0.00197, 0.00572, -0.00854, -5.62152, -0.47026, -0.60538
 1.024, -0.15096, -0.14137, 0.99042, -0.01002, -0.00414, 0.01381, -5.41675, -0.35471, -0.56722
 1.034, -0.15087, -0.14132, 0.99026, 0.00179, 0.00272, -0.00700, -5.61759, -0.46629, -0.60938
 1.044, -0.15087, -0.14132, 0.99042, 0.00882, 0.00531, 0.00695, -5.50285, -0.40116, -0.61138
 1.054, -0.15096, -0.14127, 0.99042, -0.00284, 0.01185, 0.01090, -5.50085, -0.39716, -0.57522
 1.064, -0.15096, -0.14137, 0.99042, -0.00924, -0.00265, 0.00952, -5.60950, -0.45425, -0.57922
 1.074, -0.15096, -0.14137, 0.99026, -0.00199, -0.00057, -0.01922, -5.49285, -0.38716, -0.62338
 1.084, -0.15096, -0.14137, 0.99026, -0.00672, -0.00012, -0.00413, -5.48685, -0.38116, -0.58922
 1.094, -0.15087, -0.14132, 0.99042, 0.00561, 0.00392, 0.01623, -5.39266, -0.07465, -0.79611
 1.104, -0.15078, -0.14137, 0.99026, 0.01860, -0.00488, -0.00273, -5.13680, -0.06673, -0.85122
 1.114, -0.15087, -0.14132, 0.99026, -0.00438, 0.00009, 0.00918, -5.15116, -0.17230, -0.65628
 1.124, -0.15069, -0.14132, 0.99026, 0.02163, -0.00069, 0.00422, -5.23538, -0.11378, -0.86522
 1.134, -0.15078, -0.14127, 0.99026, 0.00241, 0.00605, 0.00655, -5.24991, -0.11839, -0.87322
 1.144, -0.15078, -0.14127, 0.99010, -0.00264, 0.00307, -0.01119, -5.24391, 0.14161, -1.29179
 1.154, -0.15078, -0.14127, 0.98994, -0.00057, 0.00066, -0.01085, -4.98591, 0.15161, -1.05891
 1.164, -0.15069, -0.14122, 0.98978, 0.00865, 0.00505, -0.02055, -4.97591, 0.41161, -1.22951
 1.174, -0.15069, -0.14122, 0.98978, 0.00186, 0.00109, -0.00970, -4.74044, 0.40899, -1.12602
 1.184, -0.15042, -0.14117, 0.98978, 0.02898, 0.00289, -0.00768, -4.75297, 0.65837, -1.29675
 1.194, -0.15051, -0.14112, 0.98978, 0.00169, 0.00457, -0.00800, -4.63024, 0.72088, -1.75766
 1.204, -0.15042, -0.14107, 0.98930, -0.00100, 0.00565, -0.04786, -4.43995, 0.85468, -1.36804
 1.214, -0.15006, -0.14087, 0.98914, 0.03128, 0.01885, -0.03156, -4.51795, 1.02831, -1.70828
 1.224, -0.15006, -0.14087, 0.98865, 0.00925, 0.00405, -0.05213, -4.35017, 1.13066, -1.88797
 1.234, -0.14970, -0.14067, 0.98801, 0.03581, 0.01981, -0.07216, -4.22546, 1.31690, -1.77950
 1.244, -0.14943, -0.14051, 0.98737, 0.03314, 0.01851, -0.07570, -3.94083, 1.59157, -1.68018
 1.254, -0.14907, -0.14021, 0.98673, 0.03605, 0.02741, -0.05805, -3.77095, 1.67879, -1.74111
 1.264, -0.14862, -0.13996, 0.98592, 0.04627, 0.02747, -0.07328, -3.96171, 1.92832, -1.84075
 1.274, -0.14817, -0.13971, 0.98512, 0.05337, 0.02668, -0.07351, -3.90474, 2.07863, -2.06253
 1.284, -0.14763, -0.13930, 0.98416, 0.05391, 0.03885, -0.08810, -3.57493, 2.50443, -1.76239
 1.294, -0.14682, -0.13875, 0.98319, 0.07907, 0.04982, -0.08821, -3.58534, 2.59174, -1.94399
 1.304, -0.14637, -0.13819, 0.98191, 0.05722, 0.05629, -0.11791, -3.36838, 2.78013, -1.92705
 1.314, -0.14556, -0.13764, 0.98078, 0.07303, 0.05733, -0.12114, -3.23950, 2.90522, -1.99707
 1.324, -0.14466, -0.13693, 0.97950, 0.08645, 0.07062, -0.12804, -3.18214, 3.25527, -1.93808
 1.334, -0.14366, -0.13617, 0.97805, 0.09409, 0.07451, -0.13801, -3.16815, 3.22893, -1.83840
 1.344, -0.14258, -0.13526, 0.97661, 0.10764, 0.08592, -0.14730, -3.15389, 3.52854, -2.02934
 1.354, -0.14132, -0.13426, 0.97484, 0.12898, 0.09322, -0.16401, -3.02511, 3.85316, -1.85139
 1.364, -0.14006, -0.13294, 0.97307, 0.13224, 0.12540, -0.18259, -3.08021, 3.61279, -1.96225
 1.374, -0.13880, -0.13163, 0.97147, 0.12582, 0.13450, -0.16537, -2.90648, 3.91194, -1.78218
 1.384, -0.13717, -0.13022, 0.96970, 0.15457, 0.14939, -0.17312, -3.00483, 4.09602, -1.69207
 1.394, -0.13564, -0.12865, 0.96842, 0.15373, 0.15886, -0.13926, -2.98898, 4.18063, -2.00282
 1.404, -0.13411, -0.12689, 0.96665, 0.15267, 0.17244, -0.16222, -2.99889, 4.08947, -1.86371
 1.414, -0.13240, -0.12502, 0.96504, 0.16262, 0.18511, -0.16404, -2.91522, 4.26245, -1.81318
 1.424, -0.13051, -0.12305, 0.96344, 0.18838, 0.20105, -0.15192, -2.92315, 4.25947, -2.04446
 1.434, -0.12861, -0.12098, 0.96151, 0.18869, 0.20879, -0.18285, -2.90724, 4.14009, -2.15455
 1.444, -0.12672, -0.11871, 0.95974, 0.18957, 0.22623, -0.17160, -2.84763, 4.47542, -2.18490
 1.454, -0.12456, -0.11639, 0.95765, 0.20697, 0.23432, -0.19328, -3.21672, 4.35632, -2.21487
 1.464, -0.12257, -0.11386, 0.95557, 0.19403, 0.25119, -0.22163, -3.22464, 4.15146, -2.08266
 1.474, -0.12032, -0.11109, 0.95364, 0.21800, 0.26732, -0.20345, -3.18619, 4.35780, -2.48288
 1.484, -0.11807, -0.10821, 0.95139, 0.22435, 0.28647, -0.22251, -2.83352, 4.04997, -2.11172
 1.494, -0.11572, -0.10549, 0.94946, 0.23669, 0.27760, -0.20145, -3.06754, 4.11739, -2.46070
 1.504, -0.11347, -0.10251, 0.94721, 0.22056, 0.28917, -0.21006, -3.18773, 4.04753, -2.60968
 1.514, -0.11122, -0.09933, 0.94496, 0.23365, 0.31419, -0.23790, -3.30941, 3.85196, -2.68662
 1.524, -0.10879, -0.09625, 0.94272, 0.23090, 0.30956, -0.23103, -3.31892, 3.76945, -2.59474
 1.534, -0.10635, -0.09307, 0.93998, 0.24322, 0.31220, -0.26290, -3.14524, 3.62020, -2.55117
 1.544, -0.10383, -0.08984, 0.93741, 0.25733, 0.31530, -0.25743, -3.22275, 3.80228, -2.37885
 1.554, -0.10157, -0.08656, 0.93485, 0.22974, 0.31924, -0.25038, -3.09391, 3.52719, -2.33537
 1.564, -0.09896, -0.08318, 0.93244, 0.24379, 0.33016, -0.25014, -3.53160, 3.50566, -2.69239
 1.574, -0.09671, -0.07980, 0.93003, 0.23162, 0.33515, -0.23575, -2.93190, 3.54579, -2.51927
 1.584, -0.09382, -0.07636, 0.92746, 0.27788, 0.34452, -0.25130, -3.16727, 3.41022, -2.51455
 1.594, -0.09157, -0.07308, 0.92505, 0.23242, 0.33259, -0.24096, -2.97276, 3.27202, -2.83057
 1.604, -0.08896, -0.06960, 0.92232, 0.25937, 0.34322, -0.26648, -3.05212, 3.17492, -2.74607
 1.614, -0.08643, -0.06607, 0.91991, 0.25664, 0.35362, -0.24644, -3.12846, 3.06119, -3.05944
 1.624, -0.08391, -0.06264, 0.91702, 0.25826, 0.34208, -0.26456, -3.02531, 3.07318, -2.88530
 1.634, -0.08157, -0.05920, 0.91380, 0.24370, 0.34135, -0.32418, -3.01565, 3.14887, -2.75710
 1.644, -0.07895, -0.05592, 0.91139, 0.26178, 0.33396, -0.25881, -2.77735, 3.13601, -2.95366
 1.654, -0.07661, -0.05249, 0.90866, 0.23878, 0.34330, -0.25689, -2.74308, 3.13339, -2.86539
 1.664, -0.07409, -0.04896, 0.90609, 0.25020, 0.35084, -0.25694, -2.61722, 3.00740, -3.34120
 1.674, -0.07156, -0.04573, 0.90304, 0.24346, 0.32924, -0.27986, -2.85757, 3.44468, -2.80919
 1.684, -0.06922, -0.04240, 0.89999, 0.23100, 0.33121, -0.31591, -2.50827, 3.16715, -3.24519
 1.694, -0.06669, -0.03896, 0.89710, 0.24527, 0.33732, -0.29299, -2.54164, 3.42559, -3.44525
 1.704, -0.06417, -0.03543, 0.89372, 0.24999, 0.35027, -0.33750, -2.50806, 3.14762, -2.91490
 1.714, -0.06174, -0.03205, 0.89067, 0.24415, 0.34044, -0.31633, -2.18459, 3.40658, -3.22655
 1.724, -0.05921, -0.02872, 0.88730, 0.25058, 0.32924, -0.32225, -1.94865, 3.36590, -2.93668
 1.734, -0.05678, -0.02534, 0.88441, 0.23986, 0.34099, -0.30684, -1.91791, 3.61256, -3.16637
 1.744, -0.05435, -0.02206, 0.88136, 0.24682, 0.32777, -0.29161, -1.86188, 3.34317, -3.27848
 1.754, -0.05182, -0.01872, 0.87814, 0.25096, 0.32857, -0.32584, -1.62875, 3.57459, -3.19533
 1.764, -0.04921, -0.01534, 0.87541, 0.25759, 0.33924, -0.28103, -1.55217, 3.74459, -3.54663
 1.774, -0.04696, -0.01206, 0.87188, 0.23166, 0.33273, -0.33446, -1.59127, 3.67588, -3.33439
 1.784, -0.04452, -0.00878, 0.86899, 0.23705, 0.33309, -0.32783, -1.22167, 3.85849, -3.36233
 1.794, -0.04173, -0.00540, 0.86610, 0.25829, 0.34197, -0.28581, -1.26121, 3.71139, -3.26790
 1.804, -0.03948, -0.00212, 0.86288, 0.23534, 0.33267, -0.32493, -1.09620, 3.87970, -3.78895
 1.814, -0.03668, 0.00116, 0.85983, 0.26913, 0.32845, -0.31063, -0.91018, 4.10905, -3.69497
 1.824, -0.03434, 0.00459, 0.85614, 0.23925, 0.34066, -0.35448, -0.88065, 4.07751, -3.23890
 1.834, -0.03182, 0.00782, 0.85309, 0.25021, 0.32578, -0.33503, -0.73928, 4.13084, -3.38622
 1.844, -0.02929, 0.01105, 0.84987, 0.24792, 0.31474, -0.32116, -0.71210, 4.47296, -3.70178
 1.854, -0.02659, 0.01438, 0.84666, 0.26474, 0.32990, -0.33385, -0.55227, 4.36033, -3.36211
 1.864, -0.02406, 0.01772, 0.84361, 0.25922, 0.33475, -0.31244, -0.31986, 4.36467, -3.63202
 1.874, -0.02154, 0.02115, 0.84024, 0.25365, 0.34130, -0.33006, -0.20340, 4.37781, -3.37531
 1.884, -0.01893, 0.02443, 0.83735, 0.25484, 0.33289, -0.31820, -0.22091, 4.59426, -3.60196
 1.894, -0.01640, 0.02766, 0.83445, 0.25040, 0.32589, -0.27587, -0.10645, 4.65574, -3.59336
 1.904, -0.01352, 0.03099, 0.83140, 0.27960, 0.32908, -0.30527, -0.28596, 4.69571, -3.65724
 1.914, -0.01109, 0.03427, 0.82883, 0.24331, 0.33009, -0.27041, -0.12434, 4.80768, -3.88060
 1.924, -0.00847, 0.03745, 0.82562, 0.25979, 0.31712, -0.29525, -0.07803, 4.68217, -3.66375
 1.934, -0.00568, 0.04073, 0.82241, 0.26722, 0.32411, -0.32854, -0.03123, 4.98132, -3.68409
 1.944, -0.00288, 0.04401, 0.81951, 0.27989, 0.32421, -0.29308, 0.12948, 4.84274, -3.62765
 1.954, -0.00018, 0.04724, 0.81646, 0.28214, 0.32401, -0.29702, 0.10679, 4.97790, -3.44715
 1.964, 0.00261, 0.05052, 0.81373, 0.29156, 0.32541, -0.28684, 0.26751, 4.96557, -4.03125
 1.974, 0.00523, 0.05380, 0.81084, 0.27379, 0.32964, -0.28640, 0.08528, 5.00060, -3.69073
 1.984, 0.00775, 0.05703, 0.80795, 0.26180, 0.32692, -0.29604, -0.02632, 5.08678, -3.91326
 1.994, 0.01055, 0.06031, 0.80490, 0.26698, 0.32444, -0.29462, 0.12888, 5.04542, -3.69056
 2.004, 0.01325, 0.06354, 0.80185, 0.27196, 0.32743, -0.30930, 0.06020, 5.04367, -3.71250
 2.014, 0.01595, 0.06647, 0.79928, 0.27371, 0.29998, -0.26186, -0.07703, 4.88728, -3.89186
 2.024, 0.01848, 0.06950, 0.79639, 0.26430, 0.29878, -0.27315, 0.10388, 4.73356, -3.42918
 2.034, 0.02118, 0.07243, 0.79398, 0.28193, 0.29439, -0.24563, -0.05723, 5.10571, -3.68069
 2.044, 0.02361, 0.07530, 0.79157, 0.24867, 0.28746, -0.23666, 0.00849, 5.11347, -3.81799
 2.054, 0.02632, 0.07823, 0.78932, 0.26952, 0.29023, -0.24360, -0.21999, 5.07179, -4.03848
 2.064, 0.02857, 0.08101, 0.78707, 0.23200, 0.27869, -0.22135, 0.09317, 5.21783, -3.72439
 2.074, 0.03118, 0.08378, 0.78466, 0.24179, 0.28062, -0.24311, -0.27225, 5.27737, -3.90535
 2.084, 0.03335, 0.08651, 0.78257, 0.21162, 0.27309, -0.22065, -0.14161, 4.95875, -4.03288
 2.094, 0.03587, 0.08923, 0.78032, 0.24113, 0.27151, -0.21758, -0.18951, 5.12989, -4.17134
 2.104, 0.03830, 0.09181, 0.77775, 0.24224, 0.26290, -0.25907, -0.30884, 5.22347, -3.93747
 2.114, 0.04038, 0.09438, 0.77534, 0.21294, 0.26084, -0.24484, -0.17667, 5.20508, -4.19641
 2.124, 0.04272, 0.09680, 0.77261, 0.23161, 0.24469, -0.26171, -0.31783, 5.23853, -4.00146
 2.134, 0.04461, 0.09908, 0.76988, 0.19606, 0.22490, -0.28012, -0.25585, 5.43403, -3.68834
 2.144, 0.04669, 0.10135, 0.76747, 0.19940, 0.22548, -0.23880, -0.12625, 5.20276, -3.90435
 2.154, 0.04858, 0.10372, 0.76522, 0.19929, 0.23790, -0.22864, 0.00357, 5.53737, -3.67202
 2.164, 0.05056, 0.10594, 0.76330, 0.19866, 0.22395, -0.20043, -0.16241, 5.26565, -4.03896
 2.174, 0.05218, 0.10796, 0.76121, 0.16142, 0.19918, -0.19948, -0.32544, 5.33788, -3.80459
 2.184, 0.05399, 0.10998, 0.75944, 0.17935, 0.20306, -0.18607, -0.04050, 5.70766, -4.21203
 2.194, 0.05570, 0.11195, 0.75751, 0.17258, 0.19989, -0.17514, -0.00098, 5.68916, -3.81678
 2.204, 0.05723, 0.11381, 0.75543, 0.16115, 0.18673, -0.21770, 0.10366, 5.58360, -4.06341
 2.214, 0.05867, 0.11553, 0.75366, 0.14512, 0.16953, -0.18441, -0.24353, 5.74226, -3.77995
 2.224, 0.06012, 0.11714, 0.75173, 0.14563, 0.16250, -0.18757, 0.20086, 5.87441, -3.62478
 2.234, 0.06165, 0.11871, 0.75028, 0.15987, 0.15577, -0.15082, 0.12594, 5.96968, -4.07311
 2.244, 0.06255, 0.12043, 0.74884, 0.09920, 0.16629, -0.13726, 0.25090, 6.03886, -3.99856
 2.254, 0.06390, 0.12209, 0.74723, 0.11902, 0.16580, -0.16843, 0.33561, 5.79580, -3.91573
 2.264, 0.06507, 0.12366, 0.74563, 0.10975, 0.15479, -0.15926, 0.37062, 5.94084, -3.95974
 2.274, 0.06615, 0.12517, 0.74386, 0.10450, 0.15038, -0.18690, 0.45100, 5.98549, -3.79644
 2.284, 0.06724, 0.12658, 0.74257, 0.11221, 0.14055, -0.13914, 0.48817, 5.96881, -3.83340
 2.294, 0.06814, 0.12800, 0.74097, 0.09126, 0.13775, -0.14883, 0.45798, 6.10168, -3.91995
 2.304, 0.06904, 0.12911, 0.73952, 0.07896, 0.11560, -0.16162, 0.56068, 5.98425, -3.67594
 2.314, 0.06994, 0.13022, 0.73840, 0.08709, 0.11030, -0.11659, 0.50593, 6.35684, -3.55276
 2.324, 0.07075, 0.13138, 0.73728, 0.07584, 0.11588, -0.11940, 0.60845, 6.26450, -3.34642
 2.334, 0.07156, 0.13244, 0.73695, 0.07831, 0.10908, -0.05279, 0.75857, 6.17484, -3.78582
 2.344, 0.07246, 0.13335, 0.73615, 0.08398, 0.09676, -0.07213, 0.77112, 6.28437, -3.86296
 2.354, 0.07300, 0.13436, 0.73551, 0.06095, 0.10054, -0.08518, 0.76347, 6.33127, -3.98072
 2.364, 0.07363, 0.13531, 0.73503, 0.06434, 0.09453, -0.05389, 0.75320, 6.25359, -4.01965
