 0.000, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.010, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.020, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.030, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.040, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.050, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.060, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.070, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.080, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.090, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.100, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.110, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.120, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.130, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.140, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.150, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.160, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.170, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.180, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.190, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.200, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.210, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.220, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.230, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.240, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.250, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.260, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.270, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.280, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.290, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.300, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.310, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.320, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.330, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.340, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.350, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.360, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.370, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.380, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.390, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.400, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.410, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.420, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.430, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.440, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.450, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.460, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.470, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.480, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.490, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.500, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.510, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.520, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.530, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.540, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.550, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.560, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.570, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.580, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.590, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.600, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.610, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.620, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.630, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.640, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.650, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.660, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.670, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.680, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.690, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.700, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.710, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.720, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.730, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.740, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.750, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.760, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.770, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.780, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.790, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.800, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.810, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.820, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.830, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.840, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.850, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.860, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.870, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.880, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.890, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.900, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.910, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.920, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.930, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.940, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.950, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.960, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.970, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.980, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 0.990, -0.156,  0.155,  1.137,  0.000,  0.000,  0.000
 1.000, -0.156,  0.155,  1.137,  0.000, -0.000,  0.000
 1.010, -0.156,  0.155,  1.137,  0.000, -0.000,  0.000
 1.020, -0.156,  0.155,  1.137,  0.001, -0.000,  0.001
 1.030, -0.156,  0.155,  1.137,  0.001, -0.001,  0.003
 1.040, -0.156,  0.155,  1.137,  0.002, -0.001,  0.006
 1.050, -0.156,  0.155,  1.137,  0.003, -0.002,  0.009
 1.060, -0.156,  0.155,  1.137,  0.004, -0.003,  0.012
 1.070, -0.156,  0.155,  1.137,  0.006, -0.004,  0.017
 1.080, -0.156,  0.155,  1.138,  0.008, -0.006,  0.022
 1.090, -0.156,  0.155,  1.138,  0.009, -0.007,  0.027
 1.100, -0.156,  0.155,  1.138,  0.012, -0.009,  0.033
 1.110, -0.155,  0.155,  1.138,  0.014, -0.011,  0.040
 1.120, -0.155,  0.154,  1.139,  0.016, -0.012,  0.047
 1.130, -0.155,  0.154,  1.139,  0.019, -0.014,  0.054
 1.140, -0.155,  0.154,  1.140,  0.022, -0.017,  0.062
 1.150, -0.155,  0.154,  1.141,  0.025, -0.019,  0.071
 1.160, -0.154,  0.154,  1.141,  0.028, -0.021,  0.079
 1.170, -0.154,  0.154,  1.142,  0.031, -0.024,  0.089
 1.180, -0.154,  0.153,  1.143,  0.035, -0.026,  0.099
 1.190, -0.153,  0.153,  1.144,  0.038, -0.029,  0.109
 1.200, -0.153,  0.153,  1.145,  0.042, -0.032,  0.119
 1.210, -0.153,  0.152,  1.147,  0.046, -0.035,  0.130
 1.220, -0.152,  0.152,  1.148,  0.050, -0.038,  0.141
 1.230, -0.152,  0.152,  1.149,  0.054, -0.041,  0.153
 1.240, -0.151,  0.151,  1.151,  0.058, -0.044,  0.165
 1.250, -0.150,  0.151,  1.153,  0.062, -0.047,  0.177
 1.260, -0.150,  0.150,  1.155,  0.066, -0.050,  0.189
 1.270, -0.149,  0.150,  1.157,  0.071, -0.054,  0.202
 1.280, -0.148,  0.149,  1.159,  0.075, -0.057,  0.214
 1.290, -0.148,  0.149,  1.161,  0.080, -0.061,  0.228
 1.300, -0.147,  0.148,  1.163,  0.085, -0.064,  0.241
 1.310, -0.146,  0.147,  1.166,  0.089, -0.068,  0.254
 1.320, -0.145,  0.147,  1.168,  0.094, -0.072,  0.268
 1.330, -0.144,  0.146,  1.171,  0.099, -0.075,  0.282
 1.340, -0.143,  0.145,  1.174,  0.104, -0.079,  0.296
 1.350, -0.142,  0.144,  1.177,  0.109, -0.083,  0.310
 1.360, -0.141,  0.144,  1.180,  0.114, -0.087,  0.324
 1.370, -0.140,  0.143,  1.183,  0.119, -0.090,  0.339
 1.380, -0.138,  0.142,  1.187,  0.124, -0.094,  0.353
 1.390, -0.137,  0.141,  1.190,  0.129, -0.098,  0.368
 1.400, -0.136,  0.140,  1.194,  0.134, -0.102,  0.382
 1.410, -0.135,  0.139,  1.198,  0.140, -0.106,  0.397
 1.420, -0.133,  0.138,  1.202,  0.145, -0.110,  0.412
 1.430, -0.132,  0.136,  1.206,  0.150, -0.114,  0.426
 1.440, -0.130,  0.135,  1.211,  0.155, -0.118,  0.441
 1.450, -0.129,  0.134,  1.215,  0.160, -0.122,  0.456
 1.460, -0.127,  0.133,  1.220,  0.166, -0.126,  0.471
 1.470, -0.125,  0.132,  1.225,  0.171, -0.130,  0.486
 1.480, -0.123,  0.130,  1.229,  0.176, -0.134,  0.500
 1.490, -0.122,  0.129,  1.235,  0.181, -0.138,  0.515
 1.500, -0.120,  0.128,  1.240,  0.186, -0.141,  0.530
 1.510, -0.118,  0.126,  1.245,  0.191, -0.145,  0.544
 1.520, -0.116,  0.125,  1.251,  0.197, -0.149,  0.559
 1.530, -0.114,  0.123,  1.256,  0.202, -0.153,  0.573
 1.540, -0.112,  0.122,  1.262,  0.207, -0.157,  0.588
 1.550, -0.110,  0.120,  1.268,  0.212, -0.161,  0.602
 1.560, -0.108,  0.118,  1.274,  0.217, -0.164,  0.616
 1.570, -0.106,  0.117,  1.280,  0.222, -0.168,  0.630
 1.580, -0.103,  0.115,  1.287,  0.226, -0.172,  0.644
 1.590, -0.101,  0.113,  1.293,  0.231, -0.176,  0.658
 1.600, -0.099,  0.111,  1.300,  0.236, -0.179,  0.671
 1.610, -0.096,  0.110,  1.307,  0.241, -0.183,  0.685
 1.620, -0.094,  0.108,  1.314,  0.245, -0.186,  0.698
 1.630, -0.091,  0.106,  1.321,  0.250, -0.190,  0.711
 1.640, -0.089,  0.104,  1.328,  0.255, -0.193,  0.724
 1.650, -0.086,  0.102,  1.335,  0.259, -0.197,  0.737
 1.660, -0.084,  0.100,  1.343,  0.263, -0.200,  0.749
 1.670, -0.081,  0.098,  1.350,  0.268, -0.203,  0.761
 1.680, -0.078,  0.096,  1.358,  0.272, -0.207,  0.774
 1.690, -0.076,  0.094,  1.366,  0.276, -0.210,  0.785
 1.700, -0.073,  0.092,  1.374,  0.280, -0.213,  0.797
 1.710, -0.070,  0.090,  1.382,  0.284, -0.216,  0.808
 1.720, -0.067,  0.088,  1.390,  0.288, -0.219,  0.820
 1.730, -0.064,  0.085,  1.398,  0.292, -0.222,  0.830
 1.740, -0.061,  0.083,  1.406,  0.296, -0.225,  0.841
 1.750, -0.058,  0.081,  1.415,  0.299, -0.227,  0.851
 1.760, -0.055,  0.079,  1.423,  0.303, -0.230,  0.862
 1.770, -0.052,  0.076,  1.432,  0.306, -0.233,  0.871
